Series_4_1
Sweep_4_1_1	  7.727659600E+04	 21:27:56.596	 2018/05/28 21:27:56.596
"Index"	 "Time[s]"       	 "Imon-1[A]"     	 "Time[s]"       	 "Emon-1[V]"     
    315	  3.150000000E+00	  8.202432622E-10	  3.150000000E+00	  2.997817695E-01
    316	  3.160000000E+00	  8.196812118E-10	  3.160000000E+00	  2.985313833E-01
    317	  3.170000000E+00	  8.194314116E-10	  3.170000000E+00	  2.988439798E-01
    318	  3.180000000E+00	  8.202432622E-10	  3.180000000E+00	  2.988439798E-01
    319	  3.190000000E+00	  8.193377643E-10	  3.190000000E+00	  2.994691730E-01
    320	  3.200000000E+00	  8.199934620E-10	  3.200000000E+00	  2.985313833E-01
    321	  3.210000000E+00	  8.196187617E-10	  3.210000000E+00	  2.994691730E-01
    322	  3.220000000E+00	  8.193065115E-10	  3.220000000E+00	  2.985313833E-01
    323	  3.230000000E+00	  8.202744595E-10	  3.230000000E+00	  2.994691730E-01
    324	  3.240000000E+00	  8.191504142E-10	  3.240000000E+00	  2.985313833E-01
    325	  3.250000000E+00	  8.196812118E-10	  3.250000000E+00	  2.988439798E-01
    326	  3.260000000E+00	  8.192128642E-10	  3.260000000E+00	  2.994691730E-01
    327	  3.270000000E+00	  8.189630640E-10	  3.270000000E+00	  2.985313833E-01
    328	  3.280000000E+00	  8.197749146E-10	  3.280000000E+00	  2.985313833E-01
    329	  3.290000000E+00	  8.187757139E-10	  3.290000000E+00	  2.988439798E-01
    330	  3.300000000E+00	  8.194002143E-10	  3.300000000E+00	  2.994691730E-01
    331	  3.310000000E+00	  8.189943168E-10	  3.310000000E+00	  2.988439798E-01
    332	  3.320000000E+00	  8.187132639E-10	  3.320000000E+00	  2.994691730E-01
    333	  3.330000000E+00	  8.194002143E-10	  3.330000000E+00	  2.982187867E-01
    334	  3.340000000E+00	  8.184010691E-10	  3.340000000E+00	  2.985313833E-01
    335	  3.350000000E+00	  8.191816669E-10	  3.350000000E+00	  2.982187867E-01
    336	  3.360000000E+00	  8.188069667E-10	  3.360000000E+00	  2.994691730E-01
    337	  3.370000000E+00	  8.184010691E-10	  3.370000000E+00	  3.004069924E-01
    338	  3.380000000E+00	  8.193065115E-10	  3.380000000E+00	  2.985313833E-01
    339	  3.390000000E+00	  8.182761690E-10	  3.390000000E+00	  2.982187867E-01
    340	  3.400000000E+00	  8.189006140E-10	  3.400000000E+00	  2.985313833E-01
    341	  3.410000000E+00	  8.185884193E-10	  3.410000000E+00	  2.985313833E-01
    342	  3.420000000E+00	  8.183698164E-10	  3.420000000E+00	  2.982187867E-01
    343	  3.430000000E+00	  8.193065115E-10	  3.430000000E+00	  2.985313833E-01
    344	  3.440000000E+00	  8.182449163E-10	  3.440000000E+00	  2.988439798E-01
    345	  3.450000000E+00	  8.188069667E-10	  3.450000000E+00	  2.985313833E-01
    346	  3.460000000E+00	  8.183386191E-10	  3.460000000E+00	  2.988439798E-01
    347	  3.470000000E+00	  8.179951716E-10	  3.470000000E+00	  2.991565764E-01
    348	  3.480000000E+00	  8.190255141E-10	  3.480000000E+00	  2.985313833E-01
    349	  3.490000000E+00	  8.178702715E-10	  3.490000000E+00	  2.985313833E-01
    350	  3.500000000E+00	  8.185571665E-10	  3.500000000E+00	  2.982187867E-01
    351	  3.510000000E+00	  8.182137190E-10	  3.510000000E+00	  2.991565764E-01
    352	  3.520000000E+00	  8.179951716E-10	  3.520000000E+00	  2.988439798E-01
    353	  3.530000000E+00	  8.189006140E-10	  3.530000000E+00	  2.988439798E-01
    354	  3.540000000E+00	  8.178078215E-10	  3.540000000E+00	  2.991565764E-01
    355	  3.550000000E+00	  8.185259692E-10	  3.550000000E+00	  2.982187867E-01
    356	  3.560000000E+00	  8.180576216E-10	  3.560000000E+00	  2.985313833E-01
    357	  3.570000000E+00	  8.177765687E-10	  3.570000000E+00	  2.982187867E-01
    358	  3.580000000E+00	  8.185259692E-10	  3.580000000E+00	  2.985313833E-01
    359	  3.590000000E+00	  8.175267685E-10	  3.590000000E+00	  2.988439798E-01
    360	  3.600000000E+00	  8.183386191E-10	  3.600000000E+00	  2.982187867E-01
    361	  3.610000000E+00	  8.180888189E-10	  3.610000000E+00	  2.988439798E-01
    362	  3.620000000E+00	  8.176204713E-10	  3.620000000E+00	  2.994691730E-01
    363	  3.630000000E+00	  8.183073663E-10	  3.630000000E+00	  2.982187867E-01
    364	  3.640000000E+00	  8.172770238E-10	  3.640000000E+00	  2.985313833E-01
    365	  3.650000000E+00	  8.179639188E-10	  3.650000000E+00	  2.988439798E-01
    366	  3.660000000E+00	  8.176516686E-10	  3.660000000E+00	  2.994691730E-01
    367	  3.670000000E+00	  8.172770238E-10	  3.670000000E+00	  2.985313833E-01
    368	  3.680000000E+00	  8.180888189E-10	  3.680000000E+00	  2.985313833E-01
    369	  3.690000000E+00	  8.170896737E-10	  3.690000000E+00	  2.982187867E-01
    370	  3.700000000E+00	  8.178390187E-10	  3.700000000E+00	  2.994691730E-01
    371	  3.710000000E+00	  8.175267685E-10	  3.710000000E+00	  2.988439798E-01
    372	  3.720000000E+00	  8.171833210E-10	  3.720000000E+00	  2.985313833E-01
    373	  3.730000000E+00	  8.181200162E-10	  3.730000000E+00	  2.985313833E-01
    374	  3.740000000E+00	  8.170896737E-10	  3.740000000E+00	  2.988439798E-01
    375	  3.750000000E+00	  8.177141186E-10	  3.750000000E+00	  2.997817695E-01
    376	  3.760000000E+00	  8.173394739E-10	  3.760000000E+00	  2.985313833E-01
    377	  3.770000000E+00	  8.171521237E-10	  3.770000000E+00	  2.985313833E-01
    378	  3.780000000E+00	  8.180888189E-10	  3.780000000E+00	  2.988439798E-01
    379	  3.790000000E+00	  8.170896737E-10	  3.790000000E+00	  2.985313833E-01
    380	  3.800000000E+00	  8.176516686E-10	  3.800000000E+00	  2.991565764E-01
    381	  3.810000000E+00	  8.170896737E-10	  3.810000000E+00	  2.988439798E-01
    382	  3.820000000E+00	  8.167149734E-10	  3.820000000E+00	  2.979061902E-01
    383	  3.830000000E+00	  8.177141186E-10	  3.830000000E+00	  2.985313833E-01
    384	  3.840000000E+00	  8.165900733E-10	  3.840000000E+00	  2.988439798E-01
    385	  3.850000000E+00	  8.172457711E-10	  3.850000000E+00	  2.988439798E-01
    386	  3.860000000E+00	  8.171833210E-10	  3.860000000E+00	  2.985313833E-01
    387	  3.870000000E+00	  8.167462262E-10	  3.870000000E+00	  2.985313833E-01
    388	  3.880000000E+00	  8.176829214E-10	  3.880000000E+00	  2.985313833E-01
    389	  3.890000000E+00	  8.168086763E-10	  3.890000000E+00	  2.979061902E-01
    390	  3.900000000E+00	  8.174019239E-10	  3.900000000E+00	  2.994691730E-01
    391	  3.910000000E+00	  8.169335208E-10	  3.910000000E+00	  2.985313833E-01
    392	  3.920000000E+00	  8.166213261E-10	  3.920000000E+00	  2.991565764E-01
    393	  3.930000000E+00	  8.174955712E-10	  3.930000000E+00	  2.985313833E-01
    394	  3.940000000E+00	  8.164027232E-10	  3.940000000E+00	  2.982187867E-01
    395	  3.950000000E+00	  8.170272237E-10	  3.950000000E+00	  2.994691730E-01
    396	  3.960000000E+00	  8.167149734E-10	  3.960000000E+00	  2.982187867E-01
    397	  3.970000000E+00	  8.163715259E-10	  3.970000000E+00	  2.982187867E-01
    398	  3.980000000E+00	  8.172457711E-10	  3.980000000E+00	  2.991565764E-01
    399	  3.990000000E+00	  8.162154286E-10	  3.990000000E+00	  2.988439798E-01
    400	  4.000000000E+00	  8.168086763E-10	  4.000000000E+00	  2.982187867E-01
    401	  4.010000000E+00	  8.164651732E-10	  4.010000000E+00	  2.985313833E-01
    402	  4.020000000E+00	  8.161217258E-10	  4.020000000E+00	  2.991565764E-01
    403	  4.030000000E+00	  8.169959709E-10	  4.030000000E+00	  2.985313833E-01
    404	  4.040000000E+00	  8.162466258E-10	  4.040000000E+00	  2.975935936E-01
    405	  4.050000000E+00	  8.168398735E-10	  4.050000000E+00	  2.991565764E-01
    406	  4.060000000E+00	  8.163715259E-10	  4.060000000E+00	  2.988439798E-01
    407	  4.070000000E+00	  8.160592757E-10	  4.070000000E+00	  2.988439798E-01
    408	  4.080000000E+00	  8.169023236E-10	  4.080000000E+00	  2.988439798E-01
    409	  4.090000000E+00	  8.159656284E-10	  4.090000000E+00	  2.985313833E-01
    410	  4.100000000E+00	  8.166837762E-10	  4.100000000E+00	  2.988439798E-01
    411	  4.110000000E+00	  8.163090759E-10	  4.110000000E+00	  2.988439798E-01
    412	  4.120000000E+00	  8.161529785E-10	  4.120000000E+00	  2.979061902E-01
    413	  4.130000000E+00	  8.170272237E-10	  4.130000000E+00	  2.985313833E-01
    414	  4.140000000E+00	  8.161217258E-10	  4.140000000E+00	  2.982187867E-01
    415	  4.150000000E+00	  8.166837762E-10	  4.150000000E+00	  2.982187867E-01
    416	  4.160000000E+00	  8.161217258E-10	  4.160000000E+00	  2.991565764E-01
    417	  4.170000000E+00	  8.157782783E-10	  4.170000000E+00	  2.985313833E-01
    418	  4.180000000E+00	  8.166213261E-10	  4.180000000E+00	  2.982187867E-01
    419	  4.190000000E+00	  8.156221809E-10	  4.190000000E+00	  2.997817695E-01
    420	  4.200000000E+00	  8.162778231E-10	  4.200000000E+00	  2.991565764E-01
    421	  4.210000000E+00	  8.160280784E-10	  4.210000000E+00	  2.985313833E-01
    422	  4.220000000E+00	  8.156533782E-10	  4.220000000E+00	  2.979061902E-01
    423	  4.230000000E+00	  8.166525234E-10	  4.230000000E+00	  2.985313833E-01
    424	  4.240000000E+00	  8.157470255E-10	  4.240000000E+00	  2.985313833E-01
    425	  4.250000000E+00	  8.163402732E-10	  4.250000000E+00	  2.991565764E-01
    426	  4.260000000E+00	  8.158094755E-10	  4.260000000E+00	  2.988439798E-01
    427	  4.270000000E+00	  8.155909281E-10	  4.270000000E+00	  2.988439798E-01
    428	  4.280000000E+00	  8.165276233E-10	  4.280000000E+00	  2.988439798E-01
    429	  4.290000000E+00	  8.155597309E-10	  4.290000000E+00	  2.988439798E-01
    430	  4.300000000E+00	  8.161841758E-10	  4.300000000E+00	  2.997817695E-01
    431	  4.310000000E+00	  8.158719256E-10	  4.310000000E+00	  2.985313833E-01
    432	  4.320000000E+00	  8.154660280E-10	  4.320000000E+00	  2.982187867E-01
    433	  4.330000000E+00	  8.162778231E-10	  4.330000000E+00	  2.994691730E-01
    434	  4.340000000E+00	  8.152474806E-10	  4.340000000E+00	  2.979061902E-01
    435	  4.350000000E+00	  8.158719256E-10	  4.350000000E+00	  2.988439798E-01
    436	  4.360000000E+00	  8.155597309E-10	  4.360000000E+00	  2.988439798E-01
    437	  4.370000000E+00	  8.151850306E-10	  4.370000000E+00	  2.994691730E-01
    438	  4.380000000E+00	  8.161529785E-10	  4.380000000E+00	  2.994691730E-01
    439	  4.390000000E+00	  8.150913278E-10	  4.390000000E+00	  2.985313833E-01
    440	  4.400000000E+00	  8.156533782E-10	  4.400000000E+00	  2.982187867E-01
    441	  4.410000000E+00	  8.154035780E-10	  4.410000000E+00	  2.991565764E-01
    442	  4.420000000E+00	  8.150601305E-10	  4.420000000E+00	  2.988439798E-01
    443	  4.430000000E+00	  8.161217258E-10	  4.430000000E+00	  2.988439798E-01
    444	  4.440000000E+00	  8.151537778E-10	  4.440000000E+00	  2.985313833E-01
    445	  4.450000000E+00	  8.158094755E-10	  4.450000000E+00	  2.994691730E-01
    446	  4.460000000E+00	  8.153099307E-10	  4.460000000E+00	  2.985313833E-01
    447	  4.470000000E+00	  8.147791331E-10	  4.470000000E+00	  2.985313833E-01
    448	  4.480000000E+00	  8.157470255E-10	  4.480000000E+00	  2.979061902E-01
    449	  4.490000000E+00	  8.148727804E-10	  4.490000000E+00	  2.982187867E-01
    450	  4.500000000E+00	  8.154348308E-10	  4.500000000E+00	  2.985313833E-01
    451	  4.510000000E+00	  8.150601305E-10	  4.510000000E+00	  2.994691730E-01
    452	  4.520000000E+00	  8.146229802E-10	  4.520000000E+00	  2.994691730E-01
    453	  4.530000000E+00	  8.155909281E-10	  4.530000000E+00	  2.988439798E-01
    454	  4.540000000E+00	  8.148103303E-10	  4.540000000E+00	  2.985313833E-01
    455	  4.550000000E+00	  8.154035780E-10	  4.550000000E+00	  2.985313833E-01
    456	  4.560000000E+00	  8.150289332E-10	  4.560000000E+00	  2.994691730E-01
    457	  4.570000000E+00	  8.145293329E-10	  4.570000000E+00	  2.985313833E-01
    458	  4.580000000E+00	  8.154348308E-10	  4.580000000E+00	  2.988439798E-01
    459	  4.590000000E+00	  8.145605301E-10	  4.590000000E+00	  2.979061902E-01
    460	  4.600000000E+00	  8.152474806E-10	  4.600000000E+00	  2.985313833E-01
    461	  4.610000000E+00	  8.149976805E-10	  4.610000000E+00	  2.985313833E-01
    462	  4.620000000E+00	  8.146854302E-10	  4.620000000E+00	  2.982187867E-01
    463	  4.630000000E+00	  8.156221809E-10	  4.630000000E+00	  2.985313833E-01
    464	  4.640000000E+00	  8.146542330E-10	  4.640000000E+00	  2.985313833E-01
    465	  4.650000000E+00	  8.153099307E-10	  4.650000000E+00	  2.982187867E-01
    466	  4.660000000E+00	  8.148727804E-10	  4.660000000E+00	  2.988439798E-01
    467	  4.670000000E+00	  8.143732355E-10	  4.670000000E+00	  2.988439798E-01
    468	  4.680000000E+00	  8.152786779E-10	  4.680000000E+00	  2.988439798E-01
    469	  4.690000000E+00	  8.142170826E-10	  4.690000000E+00	  2.985313833E-01
    470	  4.700000000E+00	  8.148727804E-10	  4.700000000E+00	  2.988439798E-01
    471	  4.710000000E+00	  8.145605301E-10	  4.710000000E+00	  2.985313833E-01
    472	  4.720000000E+00	  8.141858854E-10	  4.720000000E+00	  2.994691730E-01
    473	  4.730000000E+00	  8.151850306E-10	  4.730000000E+00	  2.988439798E-01
    474	  4.740000000E+00	  8.142795327E-10	  4.740000000E+00	  2.988439798E-01
    475	  4.750000000E+00	  8.148415831E-10	  4.750000000E+00	  2.988439798E-01
    476	  4.760000000E+00	  8.144356856E-10	  4.760000000E+00	  2.988439798E-01
    477	  4.770000000E+00	  8.141234353E-10	  4.770000000E+00	  2.991565764E-01
    478	  4.780000000E+00	  8.151225805E-10	  4.780000000E+00	  2.994691730E-01
    479	  4.790000000E+00	  8.142170826E-10	  4.790000000E+00	  2.982187867E-01
    480	  4.800000000E+00	  8.147791331E-10	  4.800000000E+00	  2.985313833E-01
    481	  4.810000000E+00	  8.144044328E-10	  4.810000000E+00	  2.988439798E-01
    482	  4.820000000E+00	  8.139985352E-10	  4.820000000E+00	  2.985313833E-01
    483	  4.830000000E+00	  8.149976805E-10	  4.830000000E+00	  2.985313833E-01
    484	  4.840000000E+00	  8.139048324E-10	  4.840000000E+00	  2.988439798E-01
    485	  4.850000000E+00	  8.144044328E-10	  4.850000000E+00	  2.988439798E-01
    486	  4.860000000E+00	  8.141234353E-10	  4.860000000E+00	  2.985313833E-01
    487	  4.870000000E+00	  8.137799878E-10	  4.870000000E+00	  2.985313833E-01
    488	  4.880000000E+00	  8.146854302E-10	  4.880000000E+00	  2.985313833E-01
    489	  4.890000000E+00	  8.137799878E-10	  4.890000000E+00	  2.997817695E-01
    490	  4.900000000E+00	  8.144044328E-10	  4.900000000E+00	  2.982187867E-01
    491	  4.910000000E+00	  8.139985352E-10	  4.910000000E+00	  2.988439798E-01
    492	  4.920000000E+00	  8.137799878E-10	  4.920000000E+00	  2.988439798E-01
    493	  4.930000000E+00	  8.147478803E-10	  4.930000000E+00	  2.982187867E-01
    494	  4.940000000E+00	  8.137175378E-10	  4.940000000E+00	  2.985313833E-01
    495	  4.950000000E+00	  8.142483354E-10	  4.950000000E+00	  2.985313833E-01
    496	  4.960000000E+00	  8.139360852E-10	  4.960000000E+00	  2.994691730E-01
    497	  4.970000000E+00	  8.137175378E-10	  4.970000000E+00	  2.985313833E-01
    498	  4.980000000E+00	  8.146542330E-10	  4.980000000E+00	  2.991565764E-01
    499	  4.990000000E+00	  8.135926377E-10	  4.990000000E+00	  2.991565764E-01
    500	  5.000000000E+00	  8.141234353E-10	  5.000000000E+00	  2.982187867E-01
    501	  5.010000000E+00	  8.138736352E-10	  5.010000000E+00	  2.994691730E-01
    502	  5.020000000E+00	  8.134989349E-10	  5.020000000E+00	  2.982187867E-01
    503	  5.030000000E+00	  8.144356856E-10	  5.030000000E+00	  2.994691730E-01
    504	  5.040000000E+00	  8.133428375E-10	  5.040000000E+00	  2.988439798E-01
    505	  5.050000000E+00	  8.139048324E-10	  5.050000000E+00	  2.988439798E-01
    506	  5.060000000E+00	  8.137799878E-10	  5.060000000E+00	  2.979061902E-01
    507	  5.070000000E+00	  8.134677376E-10	  5.070000000E+00	  2.982187867E-01
    508	  5.080000000E+00	  8.143107855E-10	  5.080000000E+00	  2.985313833E-01
    509	  5.090000000E+00	  8.133115847E-10	  5.090000000E+00	  2.985313833E-01
    510	  5.100000000E+00	  8.137799878E-10	  5.100000000E+00	  2.979061902E-01
    511	  5.110000000E+00	  8.135926377E-10	  5.110000000E+00	  2.991565764E-01
    512	  5.120000000E+00	  8.131867402E-10	  5.120000000E+00	  2.997817695E-01
    513	  5.130000000E+00	  8.141858854E-10	  5.130000000E+00	  2.985313833E-01
    514	  5.140000000E+00	  8.133428375E-10	  5.140000000E+00	  2.985313833E-01
    515	  5.150000000E+00	  8.139985352E-10	  5.150000000E+00	  2.988439798E-01
    516	  5.160000000E+00	  8.136550878E-10	  5.160000000E+00	  2.982187867E-01
    517	  5.170000000E+00	  8.131242901E-10	  5.170000000E+00	  2.994691730E-01
    518	  5.180000000E+00	  8.139360852E-10	  5.180000000E+00	  2.985313833E-01
    519	  5.190000000E+00	  8.129369400E-10	  5.190000000E+00	  2.991565764E-01
    520	  5.200000000E+00	  8.136238350E-10	  5.200000000E+00	  2.988439798E-01
    521	  5.210000000E+00	  8.133428375E-10	  5.210000000E+00	  2.988439798E-01
    522	  5.220000000E+00	  8.130930373E-10	  5.220000000E+00	  2.994691730E-01
    523	  5.230000000E+00	  8.140297325E-10	  5.230000000E+00	  2.985313833E-01
    524	  5.240000000E+00	  8.129369400E-10	  5.240000000E+00	  2.985313833E-01
    525	  5.250000000E+00	  8.134989349E-10	  5.250000000E+00	  2.988439798E-01
    526	  5.260000000E+00	  8.132491902E-10	  5.260000000E+00	  2.982187867E-01
    527	  5.270000000E+00	  8.127807871E-10	  5.270000000E+00	  2.985313833E-01
    528	  5.280000000E+00	  8.138424379E-10	  5.280000000E+00	  2.988439798E-01
    529	  5.290000000E+00	  8.129369400E-10	  5.290000000E+00	  2.991565764E-01
    530	  5.300000000E+00	  8.135301877E-10	  5.300000000E+00	  2.982187867E-01
    531	  5.310000000E+00	  8.131554874E-10	  5.310000000E+00	  2.982187867E-01
    532	  5.320000000E+00	  8.125622397E-10	  5.320000000E+00	  2.988439798E-01
    533	  5.330000000E+00	  8.136238350E-10	  5.330000000E+00	  2.985313833E-01
    534	  5.340000000E+00	  8.127183371E-10	  5.340000000E+00	  2.985313833E-01
    535	  5.350000000E+00	  8.133428375E-10	  5.350000000E+00	  2.979061902E-01
    536	  5.360000000E+00	  8.130305873E-10	  5.360000000E+00	  2.982187867E-01
    537	  5.370000000E+00	  8.126559425E-10	  5.370000000E+00	  2.985313833E-01
    538	  5.380000000E+00	  8.136862850E-10	  5.380000000E+00	  2.982187867E-01
    539	  5.390000000E+00	  8.128120399E-10	  5.390000000E+00	  2.979061902E-01
    540	  5.400000000E+00	  8.133115847E-10	  5.400000000E+00	  2.991565764E-01
    541	  5.410000000E+00	  8.129369400E-10	  5.410000000E+00	  2.991565764E-01
    542	  5.420000000E+00	  8.123748896E-10	  5.420000000E+00	  2.982187867E-01
    543	  5.430000000E+00	  8.133740348E-10	  5.430000000E+00	  2.982187867E-01
    544	  5.440000000E+00	  8.122812423E-10	  5.440000000E+00	  2.988439798E-01
    545	  5.450000000E+00	  8.129369400E-10	  5.450000000E+00	  2.994691730E-01
    546	  5.460000000E+00	  8.126871398E-10	  5.460000000E+00	  2.985313833E-01
    547	  5.470000000E+00	  8.122812423E-10	  5.470000000E+00	  2.994691730E-01
    548	  5.480000000E+00	  8.131554874E-10	  5.480000000E+00	  2.985313833E-01
    549	  5.490000000E+00	  8.124061424E-10	  5.490000000E+00	  2.985313833E-01
    550	  5.500000000E+00	  8.129056872E-10	  5.500000000E+00	  2.994691730E-01
    551	  5.510000000E+00	  8.126559425E-10	  5.510000000E+00	  2.985313833E-01
    552	  5.520000000E+00	  8.124061424E-10	  5.520000000E+00	  2.985313833E-01
    553	  5.530000000E+00	  8.133115847E-10	  5.530000000E+00	  2.988439798E-01
    554	  5.540000000E+00	  8.122499895E-10	  5.540000000E+00	  2.979061902E-01
    555	  5.550000000E+00	  8.127495899E-10	  5.550000000E+00	  2.985313833E-01
    556	  5.560000000E+00	  8.124997897E-10	  5.560000000E+00	  2.991565764E-01
    557	  5.570000000E+00	  8.120938921E-10	  5.570000000E+00	  2.982187867E-01
    558	  5.580000000E+00	  8.132179374E-10	  5.580000000E+00	  2.988439798E-01
    559	  5.590000000E+00	  8.121250894E-10	  5.590000000E+00	  2.985313833E-01
    560	  5.600000000E+00	  8.127495899E-10	  5.600000000E+00	  2.985313833E-01
    561	  5.610000000E+00	  8.124373396E-10	  5.610000000E+00	  2.985313833E-01
    562	  5.620000000E+00	  8.119377948E-10	  5.620000000E+00	  2.988439798E-01
    563	  5.630000000E+00	  8.129993900E-10	  5.630000000E+00	  2.985313833E-01
    564	  5.640000000E+00	  8.120002448E-10	  5.640000000E+00	  2.975935936E-01
    565	  5.650000000E+00	  8.124685924E-10	  5.650000000E+00	  2.979061902E-01
    566	  5.660000000E+00	  8.122499895E-10	  5.660000000E+00	  2.988439798E-01
    567	  5.670000000E+00	  8.118128947E-10	  5.670000000E+00	  2.982187867E-01
    568	  5.680000000E+00	  8.126559425E-10	  5.680000000E+00	  2.988439798E-01
    569	  5.690000000E+00	  8.118128947E-10	  5.690000000E+00	  2.994691730E-01
    570	  5.700000000E+00	  8.125310424E-10	  5.700000000E+00	  2.975935936E-01
    571	  5.710000000E+00	  8.122499895E-10	  5.710000000E+00	  2.988439798E-01
    572	  5.720000000E+00	  8.118753447E-10	  5.720000000E+00	  2.991565764E-01
    573	  5.730000000E+00	  8.128744899E-10	  5.730000000E+00	  2.985313833E-01
    574	  5.740000000E+00	  8.119065420E-10	  5.740000000E+00	  2.988439798E-01
    575	  5.750000000E+00	  8.124373396E-10	  5.750000000E+00	  2.975935936E-01
    576	  5.760000000E+00	  8.122812423E-10	  5.760000000E+00	  2.985313833E-01
    577	  5.770000000E+00	  8.119065420E-10	  5.770000000E+00	  2.988439798E-01
    578	  5.780000000E+00	  8.125934925E-10	  5.780000000E+00	  2.982187867E-01
    579	  5.790000000E+00	  8.118128947E-10	  5.790000000E+00	  2.985313833E-01
    580	  5.800000000E+00	  8.125310424E-10	  5.800000000E+00	  2.982187867E-01
    581	  5.810000000E+00	  8.120938921E-10	  5.810000000E+00	  2.979061902E-01
    582	  5.820000000E+00	  8.117504446E-10	  5.820000000E+00	  2.988439798E-01
    583	  5.830000000E+00	  8.127183371E-10	  5.830000000E+00	  2.982187867E-01
    584	  5.840000000E+00	  8.117191919E-10	  5.840000000E+00	  2.991565764E-01
    585	  5.850000000E+00	  8.123124395E-10	  5.850000000E+00	  2.985313833E-01
    586	  5.860000000E+00	  8.120626949E-10	  5.860000000E+00	  2.985313833E-01
    587	  5.870000000E+00	  8.115942918E-10	  5.870000000E+00	  2.988439798E-01
    588	  5.880000000E+00	  8.125934925E-10	  5.880000000E+00	  2.988439798E-01
    589	  5.890000000E+00	  8.116567418E-10	  5.890000000E+00	  2.988439798E-01
    590	  5.900000000E+00	  8.121875394E-10	  5.900000000E+00	  2.988439798E-01
    591	  5.910000000E+00	  8.119065420E-10	  5.910000000E+00	  2.982187867E-01
    592	  5.920000000E+00	  8.115006445E-10	  5.920000000E+00	  2.988439798E-01
    593	  5.930000000E+00	  8.124373396E-10	  5.930000000E+00	  2.991565764E-01
    594	  5.940000000E+00	  8.115630945E-10	  5.940000000E+00	  2.988439798E-01
    595	  5.950000000E+00	  8.120626949E-10	  5.950000000E+00	  2.985313833E-01
    596	  5.960000000E+00	  8.118128947E-10	  5.960000000E+00	  2.988439798E-01
    597	  5.970000000E+00	  8.115318417E-10	  5.970000000E+00	  2.994691730E-01
    598	  5.980000000E+00	  8.124061424E-10	  5.980000000E+00	  2.985313833E-01
    599	  5.990000000E+00	  8.115006445E-10	  5.990000000E+00	  2.979061902E-01
    600	  6.000000000E+00	  8.120002448E-10	  6.000000000E+00	  2.991565764E-01
    601	  6.010000000E+00	  8.117504446E-10	  6.010000000E+00	  2.991565764E-01
    602	  6.020000000E+00	  8.113132943E-10	  6.020000000E+00	  2.994691730E-01
    603	  6.030000000E+00	  8.123124395E-10	  6.030000000E+00	  2.979061902E-01
    604	  6.040000000E+00	  8.113132943E-10	  6.040000000E+00	  2.988439798E-01
    605	  6.050000000E+00	  8.118753447E-10	  6.050000000E+00	  2.988439798E-01
    606	  6.060000000E+00	  8.115630945E-10	  6.060000000E+00	  2.994691730E-01
    607	  6.070000000E+00	  8.110634941E-10	  6.070000000E+00	  2.985313833E-01
    608	  6.080000000E+00	  8.120002448E-10	  6.080000000E+00	  2.985313833E-01
    609	  6.090000000E+00	  8.111571970E-10	  6.090000000E+00	  2.988439798E-01
    610	  6.100000000E+00	  8.118440920E-10	  6.100000000E+00	  2.985313833E-01
    611	  6.110000000E+00	  8.115630945E-10	  6.110000000E+00	  2.994691730E-01
    612	  6.120000000E+00	  8.109385941E-10	  6.120000000E+00	  2.988439798E-01
    613	  6.130000000E+00	  8.120002448E-10	  6.130000000E+00	  2.988439798E-01
    614	  6.140000000E+00	  8.110947469E-10	  6.140000000E+00	  2.985313833E-01
    615	  6.150000000E+00	  8.117191919E-10	  6.150000000E+00	  2.985313833E-01
    616	  6.160000000E+00	  8.113445471E-10	  6.160000000E+00	  2.985313833E-01
    617	  6.170000000E+00	  8.109073968E-10	  6.170000000E+00	  2.982187867E-01
    618	  6.180000000E+00	  8.117816419E-10	  6.180000000E+00	  2.997817695E-01
    619	  6.190000000E+00	  8.108449467E-10	  6.190000000E+00	  2.982187867E-01
    620	  6.200000000E+00	  8.115006445E-10	  6.200000000E+00	  2.982187867E-01
    621	  6.210000000E+00	  8.112820971E-10	  6.210000000E+00	  2.985313833E-01
    622	  6.220000000E+00	  8.107512994E-10	  6.220000000E+00	  2.985313833E-01
    623	  6.230000000E+00	  8.116567418E-10	  6.230000000E+00	  2.979061902E-01
    624	  6.240000000E+00	  8.106888494E-10	  6.240000000E+00	  2.988439798E-01
    625	  6.250000000E+00	  8.113132943E-10	  6.250000000E+00	  2.988439798E-01
    626	  6.260000000E+00	  8.110010441E-10	  6.260000000E+00	  2.988439798E-01
    627	  6.270000000E+00	  8.105951466E-10	  6.270000000E+00	  2.985313833E-01
    628	  6.280000000E+00	  8.117191919E-10	  6.280000000E+00	  2.985313833E-01
    629	  6.290000000E+00	  8.106575966E-10	  6.290000000E+00	  2.985313833E-01
    630	  6.300000000E+00	  8.112820971E-10	  6.300000000E+00	  2.988439798E-01
    631	  6.310000000E+00	  8.109073968E-10	  6.310000000E+00	  2.991565764E-01
    632	  6.320000000E+00	  8.106263993E-10	  6.320000000E+00	  2.985313833E-01
    633	  6.330000000E+00	  8.116567418E-10	  6.330000000E+00	  2.988439798E-01
    634	  6.340000000E+00	  8.105326965E-10	  6.340000000E+00	  2.994691730E-01
    635	  6.350000000E+00	  8.110947469E-10	  6.350000000E+00	  2.991565764E-01
    636	  6.360000000E+00	  8.107824967E-10	  6.360000000E+00	  2.985313833E-01
    637	  6.370000000E+00	  8.105326965E-10	  6.370000000E+00	  2.985313833E-01
