Series_4_1
Sweep_4_1_1	  7.727659600E+04	 21:27:56.596	 2018/05/28 21:27:56.596
"Index"	 "Time[s]"       	 "Imon-1[A]"     	 "Time[s]"       	 "Emon-1[V]"     
    638	  6.380000000E+00	  8.115318417E-10	  6.380000000E+00	  2.985313833E-01
    639	  6.390000000E+00	  8.103765992E-10	  6.390000000E+00	  2.988439798E-01
    640	  6.400000000E+00	  8.109385941E-10	  6.400000000E+00	  2.982187867E-01
    641	  6.410000000E+00	  8.106888494E-10	  6.410000000E+00	  2.985313833E-01
    642	  6.420000000E+00	  8.102829518E-10	  6.420000000E+00	  2.982187867E-01
    643	  6.430000000E+00	  8.112820971E-10	  6.430000000E+00	  2.985313833E-01
    644	  6.440000000E+00	  8.103765992E-10	  6.440000000E+00	  2.982187867E-01
    645	  6.450000000E+00	  8.108137495E-10	  6.450000000E+00	  2.975935936E-01
    646	  6.460000000E+00	  8.105326965E-10	  6.460000000E+00	  2.988439798E-01
    647	  6.470000000E+00	  8.101892490E-10	  6.470000000E+00	  2.982187867E-01
    648	  6.480000000E+00	  8.111883942E-10	  6.480000000E+00	  2.985313833E-01
    649	  6.490000000E+00	  8.102829518E-10	  6.490000000E+00	  2.991565764E-01
    650	  6.500000000E+00	  8.107200467E-10	  6.500000000E+00	  2.985313833E-01
    651	  6.510000000E+00	  8.103765992E-10	  6.510000000E+00	  2.988439798E-01
    652	  6.520000000E+00	  8.100018989E-10	  6.520000000E+00	  2.985313833E-01
    653	  6.530000000E+00	  8.110010441E-10	  6.530000000E+00	  2.985313833E-01
    654	  6.540000000E+00	  8.099707016E-10	  6.540000000E+00	  2.988439798E-01
    655	  6.550000000E+00	  8.106575966E-10	  6.550000000E+00	  2.982187867E-01
    656	  6.560000000E+00	  8.104077964E-10	  6.560000000E+00	  2.988439798E-01
    657	  6.570000000E+00	  8.100018989E-10	  6.570000000E+00	  2.982187867E-01
    658	  6.580000000E+00	  8.110322969E-10	  6.580000000E+00	  2.985313833E-01
    659	  6.590000000E+00	  8.101267990E-10	  6.590000000E+00	  2.994691730E-01
    660	  6.600000000E+00	  8.105639493E-10	  6.600000000E+00	  2.988439798E-01
    661	  6.610000000E+00	  8.104077964E-10	  6.610000000E+00	  2.994691730E-01
    662	  6.620000000E+00	  8.100331517E-10	  6.620000000E+00	  2.985313833E-01
    663	  6.630000000E+00	  8.110947469E-10	  6.630000000E+00	  2.991565764E-01
    664	  6.640000000E+00	  8.101580518E-10	  6.640000000E+00	  2.982187867E-01
    665	  6.650000000E+00	  8.106575966E-10	  6.650000000E+00	  2.988439798E-01
    666	  6.660000000E+00	  8.103453464E-10	  6.660000000E+00	  2.982187867E-01
    667	  6.670000000E+00	  8.098769988E-10	  6.670000000E+00	  2.988439798E-01
    668	  6.680000000E+00	  8.108449467E-10	  6.680000000E+00	  2.985313833E-01
    669	  6.690000000E+00	  8.098458015E-10	  6.690000000E+00	  2.988439798E-01
    670	  6.700000000E+00	  8.104077964E-10	  6.700000000E+00	  2.982187867E-01
    671	  6.710000000E+00	  8.100956017E-10	  6.710000000E+00	  2.988439798E-01
    672	  6.720000000E+00	  8.096584514E-10	  6.720000000E+00	  2.985313833E-01
    673	  6.730000000E+00	  8.107824967E-10	  6.730000000E+00	  2.988439798E-01
    674	  6.740000000E+00	  8.097209014E-10	  6.740000000E+00	  2.985313833E-01
    675	  6.750000000E+00	  8.102205018E-10	  6.750000000E+00	  2.985313833E-01
    676	  6.760000000E+00	  8.099394488E-10	  6.760000000E+00	  2.988439798E-01
    677	  6.770000000E+00	  8.095335513E-10	  6.770000000E+00	  2.982187867E-01
    678	  6.780000000E+00	  8.107200467E-10	  6.780000000E+00	  2.982187867E-01
    679	  6.790000000E+00	  8.097209014E-10	  6.790000000E+00	  2.988439798E-01
    680	  6.800000000E+00	  8.102829518E-10	  6.800000000E+00	  2.985313833E-01
    681	  6.810000000E+00	  8.100018989E-10	  6.810000000E+00	  2.991565764E-01
    682	  6.820000000E+00	  8.096272541E-10	  6.820000000E+00	  2.988439798E-01
    683	  6.830000000E+00	  8.106263993E-10	  6.830000000E+00	  2.982187867E-01
    684	  6.840000000E+00	  8.096897042E-10	  6.840000000E+00	  2.985313833E-01
    685	  6.850000000E+00	  8.102205018E-10	  6.850000000E+00	  2.985313833E-01
    686	  6.860000000E+00	  8.100331517E-10	  6.860000000E+00	  2.988439798E-01
    687	  6.870000000E+00	  8.095960013E-10	  6.870000000E+00	  2.994691730E-01
    688	  6.880000000E+00	  8.105014992E-10	  6.880000000E+00	  2.982187867E-01
    689	  6.890000000E+00	  8.095023540E-10	  6.890000000E+00	  2.988439798E-01
    690	  6.900000000E+00	  8.099707016E-10	  6.900000000E+00	  2.988439798E-01
    691	  6.910000000E+00	  8.096584514E-10	  6.910000000E+00	  2.991565764E-01
    692	  6.920000000E+00	  8.093774539E-10	  6.920000000E+00	  2.988439798E-01
    693	  6.930000000E+00	  8.103141491E-10	  6.930000000E+00	  2.988439798E-01
    694	  6.940000000E+00	  8.092837511E-10	  6.940000000E+00	  2.985313833E-01
    695	  6.950000000E+00	  8.099082516E-10	  6.950000000E+00	  2.991565764E-01
    696	  6.960000000E+00	  8.097209014E-10	  6.960000000E+00	  2.994691730E-01
    697	  6.970000000E+00	  8.093462012E-10	  6.970000000E+00	  2.979061902E-01
    698	  6.980000000E+00	  8.102205018E-10	  6.980000000E+00	  2.985313833E-01
    699	  6.990000000E+00	  8.092837511E-10	  6.990000000E+00	  2.982187867E-01
    700	  7.000000000E+00	  8.099082516E-10	  7.000000000E+00	  2.991565764E-01
    701	  7.010000000E+00	  8.095960013E-10	  7.010000000E+00	  2.982187867E-01
    702	  7.020000000E+00	  8.091588510E-10	  7.020000000E+00	  2.982187867E-01
    703	  7.030000000E+00	  8.101267990E-10	  7.030000000E+00	  2.982187867E-01
    704	  7.040000000E+00	  8.092213011E-10	  7.040000000E+00	  2.991565764E-01
    705	  7.050000000E+00	  8.098458015E-10	  7.050000000E+00	  2.982187867E-01
    706	  7.060000000E+00	  8.095648041E-10	  7.060000000E+00	  2.982187867E-01
    707	  7.070000000E+00	  8.092525539E-10	  7.070000000E+00	  2.982187867E-01
    708	  7.080000000E+00	  8.101892490E-10	  7.080000000E+00	  2.985313833E-01
    709	  7.090000000E+00	  8.091276538E-10	  7.090000000E+00	  2.982187867E-01
    710	  7.100000000E+00	  8.098145488E-10	  7.100000000E+00	  2.988439798E-01
    711	  7.110000000E+00	  8.095023540E-10	  7.110000000E+00	  2.982187867E-01
    712	  7.120000000E+00	  8.090652037E-10	  7.120000000E+00	  2.994691730E-01
    713	  7.130000000E+00	  8.099082516E-10	  7.130000000E+00	  2.985313833E-01
    714	  7.140000000E+00	  8.090652037E-10	  7.140000000E+00	  2.991565764E-01
    715	  7.150000000E+00	  8.096897042E-10	  7.150000000E+00	  2.994691730E-01
    716	  7.160000000E+00	  8.094711013E-10	  7.160000000E+00	  2.982187867E-01
    717	  7.170000000E+00	  8.090652037E-10	  7.170000000E+00	  2.994691730E-01
    718	  7.180000000E+00	  8.100018989E-10	  7.180000000E+00	  2.982187867E-01
    719	  7.190000000E+00	  8.088778536E-10	  7.190000000E+00	  2.988439798E-01
    720	  7.200000000E+00	  8.095960013E-10	  7.200000000E+00	  2.982187867E-01
    721	  7.210000000E+00	  8.093150039E-10	  7.210000000E+00	  2.985313833E-01
    722	  7.220000000E+00	  8.089403036E-10	  7.220000000E+00	  2.988439798E-01
    723	  7.230000000E+00	  8.097833515E-10	  7.230000000E+00	  2.982187867E-01
    724	  7.240000000E+00	  8.087529535E-10	  7.240000000E+00	  2.982187867E-01
    725	  7.250000000E+00	  8.093150039E-10	  7.250000000E+00	  2.988439798E-01
    726	  7.260000000E+00	  8.093150039E-10	  7.260000000E+00	  2.988439798E-01
    727	  7.270000000E+00	  8.088154035E-10	  7.270000000E+00	  2.994691730E-01
    728	  7.280000000E+00	  8.097520987E-10	  7.280000000E+00	  2.982187867E-01
    729	  7.290000000E+00	  8.088154035E-10	  7.290000000E+00	  2.985313833E-01
    730	  7.300000000E+00	  8.095023540E-10	  7.300000000E+00	  2.988439798E-01
    731	  7.310000000E+00	  8.091901038E-10	  7.310000000E+00	  2.982187867E-01
    732	  7.320000000E+00	  8.087529535E-10	  7.320000000E+00	  2.985313833E-01
    733	  7.330000000E+00	  8.097833515E-10	  7.330000000E+00	  2.985313833E-01
    734	  7.340000000E+00	  8.088154035E-10	  7.340000000E+00	  2.985313833E-01
    735	  7.350000000E+00	  8.093462012E-10	  7.350000000E+00	  2.982187867E-01
    736	  7.360000000E+00	  8.091901038E-10	  7.360000000E+00	  2.979061902E-01
    737	  7.370000000E+00	  8.088466563E-10	  7.370000000E+00	  2.985313833E-01
    738	  7.380000000E+00	  8.098458015E-10	  7.380000000E+00	  2.988439798E-01
    739	  7.390000000E+00	  8.090340065E-10	  7.390000000E+00	  2.979061902E-01
    740	  7.400000000E+00	  8.095648041E-10	  7.400000000E+00	  2.988439798E-01
    741	  7.410000000E+00	  8.090964565E-10	  7.410000000E+00	  2.982187867E-01
    742	  7.420000000E+00	  8.085968561E-10	  7.420000000E+00	  2.991565764E-01
    743	  7.430000000E+00	  8.095648041E-10	  7.430000000E+00	  2.988439798E-01
    744	  7.440000000E+00	  8.086905035E-10	  7.440000000E+00	  2.985313833E-01
    745	  7.450000000E+00	  8.092213011E-10	  7.450000000E+00	  2.994691730E-01
    746	  7.460000000E+00	  8.090340065E-10	  7.460000000E+00	  2.997817695E-01
    747	  7.470000000E+00	  8.085656034E-10	  7.470000000E+00	  2.985313833E-01
    748	  7.480000000E+00	  8.095023540E-10	  7.480000000E+00	  2.985313833E-01
    749	  7.490000000E+00	  8.084407588E-10	  7.490000000E+00	  2.994691730E-01
    750	  7.500000000E+00	  8.090652037E-10	  7.500000000E+00	  2.979061902E-01
    751	  7.510000000E+00	  8.088778536E-10	  7.510000000E+00	  2.985313833E-01
    752	  7.520000000E+00	  8.084719560E-10	  7.520000000E+00	  2.979061902E-01
    753	  7.530000000E+00	  8.094086512E-10	  7.530000000E+00	  2.988439798E-01
    754	  7.540000000E+00	  8.083783087E-10	  7.540000000E+00	  2.985313833E-01
    755	  7.550000000E+00	  8.089091064E-10	  7.550000000E+00	  2.994691730E-01
    756	  7.560000000E+00	  8.088466563E-10	  7.560000000E+00	  2.982187867E-01
    757	  7.570000000E+00	  8.083470560E-10	  7.570000000E+00	  2.985313833E-01
    758	  7.580000000E+00	  8.093462012E-10	  7.580000000E+00	  2.988439798E-01
    759	  7.590000000E+00	  8.084095060E-10	  7.590000000E+00	  2.982187867E-01
    760	  7.600000000E+00	  8.089091064E-10	  7.600000000E+00	  2.985313833E-01
    761	  7.610000000E+00	  8.086593062E-10	  7.610000000E+00	  2.988439798E-01
    762	  7.620000000E+00	  8.082846059E-10	  7.620000000E+00	  2.988439798E-01
    763	  7.630000000E+00	  8.092837511E-10	  7.630000000E+00	  2.985313833E-01
    764	  7.640000000E+00	  8.083783087E-10	  7.640000000E+00	  2.991565764E-01
    765	  7.650000000E+00	  8.089091064E-10	  7.650000000E+00	  2.985313833E-01
    766	  7.660000000E+00	  8.087842063E-10	  7.660000000E+00	  2.985313833E-01
    767	  7.670000000E+00	  8.084095060E-10	  7.670000000E+00	  2.985313833E-01
    768	  7.680000000E+00	  8.093462012E-10	  7.680000000E+00	  2.988439798E-01
    769	  7.690000000E+00	  8.084095060E-10	  7.690000000E+00	  2.985313833E-01
    770	  7.700000000E+00	  8.090027537E-10	  7.700000000E+00	  2.982187867E-01
    771	  7.710000000E+00	  8.086593062E-10	  7.710000000E+00	  2.985313833E-01
    772	  7.720000000E+00	  8.082846059E-10	  7.720000000E+00	  2.994691730E-01
    773	  7.730000000E+00	  8.092213011E-10	  7.730000000E+00	  2.975935936E-01
    774	  7.740000000E+00	  8.081597058E-10	  7.740000000E+00	  2.982187867E-01
    775	  7.750000000E+00	  8.086280534E-10	  7.750000000E+00	  2.979061902E-01
    776	  7.760000000E+00	  8.085656034E-10	  7.760000000E+00	  2.997817695E-01
    777	  7.770000000E+00	  8.082534086E-10	  7.770000000E+00	  2.985313833E-01
    778	  7.780000000E+00	  8.091276538E-10	  7.780000000E+00	  2.994691730E-01
    779	  7.790000000E+00	  8.081909586E-10	  7.790000000E+00	  2.979061902E-01
    780	  7.800000000E+00	  8.087842063E-10	  7.800000000E+00	  2.982187867E-01
    781	  7.810000000E+00	  8.084719560E-10	  7.810000000E+00	  2.982187867E-01
    782	  7.820000000E+00	  8.080972558E-10	  7.820000000E+00	  2.985313833E-01
    783	  7.830000000E+00	  8.090340065E-10	  7.830000000E+00	  2.985313833E-01
    784	  7.840000000E+00	  8.081285086E-10	  7.840000000E+00	  2.988439798E-01
    785	  7.850000000E+00	  8.086593062E-10	  7.850000000E+00	  2.982187867E-01
    786	  7.860000000E+00	  8.084095060E-10	  7.860000000E+00	  2.988439798E-01
    787	  7.870000000E+00	  8.080348057E-10	  7.870000000E+00	  2.982187867E-01
    788	  7.880000000E+00	  8.088778536E-10	  7.880000000E+00	  2.988439798E-01
    789	  7.890000000E+00	  8.078787084E-10	  7.890000000E+00	  2.991565764E-01
    790	  7.900000000E+00	  8.085032088E-10	  7.900000000E+00	  2.985313833E-01
    791	  7.910000000E+00	  8.083158587E-10	  7.910000000E+00	  2.994691730E-01
    792	  7.920000000E+00	  8.079099056E-10	  7.920000000E+00	  2.982187867E-01
    793	  7.930000000E+00	  8.088466563E-10	  7.930000000E+00	  2.982187867E-01
    794	  7.940000000E+00	  8.080036085E-10	  7.940000000E+00	  2.991565764E-01
    795	  7.950000000E+00	  8.085032088E-10	  7.950000000E+00	  2.988439798E-01
    796	  7.960000000E+00	  8.082846059E-10	  7.960000000E+00	  2.991565764E-01
    797	  7.970000000E+00	  8.078162583E-10	  7.970000000E+00	  2.988439798E-01
    798	  7.980000000E+00	  8.087529535E-10	  7.980000000E+00	  2.991565764E-01
    799	  7.990000000E+00	  8.078787084E-10	  7.990000000E+00	  2.994691730E-01
    800	  8.000000000E+00	  8.083470560E-10	  8.000000000E+00	  2.982187867E-01
    801	  8.010000000E+00	  8.082846059E-10	  8.010000000E+00	  2.988439798E-01
    802	  8.020000000E+00	  8.077538083E-10	  8.020000000E+00	  2.994691730E-01
    803	  8.030000000E+00	  8.086905035E-10	  8.030000000E+00	  2.985313833E-01
    804	  8.040000000E+00	  8.077538083E-10	  8.040000000E+00	  2.991565764E-01
    805	  8.050000000E+00	  8.082846059E-10	  8.050000000E+00	  2.997817695E-01
    806	  8.060000000E+00	  8.080972558E-10	  8.060000000E+00	  2.982187867E-01
    807	  8.070000000E+00	  8.076913582E-10	  8.070000000E+00	  2.985313833E-01
    808	  8.080000000E+00	  8.085656034E-10	  8.080000000E+00	  2.985313833E-01
    809	  8.090000000E+00	  8.077226110E-10	  8.090000000E+00	  2.985313833E-01
    810	  8.100000000E+00	  8.083158587E-10	  8.100000000E+00	  2.985313833E-01
    811	  8.110000000E+00	  8.080348057E-10	  8.110000000E+00	  2.988439798E-01
    812	  8.120000000E+00	  8.076601610E-10	  8.120000000E+00	  2.985313833E-01
    813	  8.130000000E+00	  8.085968561E-10	  8.130000000E+00	  2.982187867E-01
    814	  8.140000000E+00	  8.077226110E-10	  8.140000000E+00	  2.988439798E-01
    815	  8.150000000E+00	  8.083783087E-10	  8.150000000E+00	  2.985313833E-01
    816	  8.160000000E+00	  8.081285086E-10	  8.160000000E+00	  2.982187867E-01
    817	  8.170000000E+00	  8.076601610E-10	  8.170000000E+00	  2.985313833E-01
    818	  8.180000000E+00	  8.086905035E-10	  8.180000000E+00	  2.985313833E-01
    819	  8.190000000E+00	  8.075977109E-10	  8.190000000E+00	  2.985313833E-01
    820	  8.200000000E+00	  8.081285086E-10	  8.200000000E+00	  2.985313833E-01
    821	  8.210000000E+00	  8.077538083E-10	  8.210000000E+00	  2.988439798E-01
    822	  8.220000000E+00	  8.075040081E-10	  8.220000000E+00	  2.982187867E-01
    823	  8.230000000E+00	  8.086280534E-10	  8.230000000E+00	  2.988439798E-01
    824	  8.240000000E+00	  8.075040081E-10	  8.240000000E+00	  2.985313833E-01
    825	  8.250000000E+00	  8.081597058E-10	  8.250000000E+00	  2.988439798E-01
    826	  8.260000000E+00	  8.078475111E-10	  8.260000000E+00	  2.985313833E-01
    827	  8.270000000E+00	  8.076289082E-10	  8.270000000E+00	  2.997817695E-01
    828	  8.280000000E+00	  8.085032088E-10	  8.280000000E+00	  2.988439798E-01
    829	  8.290000000E+00	  8.075664581E-10	  8.290000000E+00	  2.982187867E-01
    830	  8.300000000E+00	  8.082846059E-10	  8.300000000E+00	  2.982187867E-01
    831	  8.310000000E+00	  8.079411584E-10	  8.310000000E+00	  2.982187867E-01
    832	  8.320000000E+00	  8.074728108E-10	  8.320000000E+00	  2.982187867E-01
    833	  8.330000000E+00	  8.083783087E-10	  8.330000000E+00	  2.979061902E-01
    834	  8.340000000E+00	  8.072542634E-10	  8.340000000E+00	  2.988439798E-01
    835	  8.350000000E+00	  8.078787084E-10	  8.350000000E+00	  2.985313833E-01
    836	  8.360000000E+00	  8.077538083E-10	  8.360000000E+00	  2.979061902E-01
    837	  8.370000000E+00	  8.073479107E-10	  8.370000000E+00	  2.985313833E-01
    838	  8.380000000E+00	  8.082534086E-10	  8.380000000E+00	  2.997817695E-01
    839	  8.390000000E+00	  8.072542634E-10	  8.390000000E+00	  2.982187867E-01
    840	  8.400000000E+00	  8.078475111E-10	  8.400000000E+00	  2.991565764E-01
    841	  8.410000000E+00	  8.074728108E-10	  8.410000000E+00	  2.988439798E-01
    842	  8.420000000E+00	  8.070981106E-10	  8.420000000E+00	  2.982187867E-01
    843	  8.430000000E+00	  8.081285086E-10	  8.430000000E+00	  2.985313833E-01
    844	  8.440000000E+00	  8.072230107E-10	  8.440000000E+00	  2.985313833E-01
    845	  8.450000000E+00	  8.078475111E-10	  8.450000000E+00	  2.982187867E-01
    846	  8.460000000E+00	  8.075664581E-10	  8.460000000E+00	  2.982187867E-01
    847	  8.470000000E+00	  8.071918134E-10	  8.470000000E+00	  2.994691730E-01
    848	  8.480000000E+00	  8.080972558E-10	  8.480000000E+00	  2.982187867E-01
    849	  8.490000000E+00	  8.072542634E-10	  8.490000000E+00	  2.985313833E-01
    850	  8.500000000E+00	  8.078475111E-10	  8.500000000E+00	  2.982187867E-01
    851	  8.510000000E+00	  8.074415581E-10	  8.510000000E+00	  2.994691730E-01
    852	  8.520000000E+00	  8.069107604E-10	  8.520000000E+00	  2.982187867E-01
    853	  8.530000000E+00	  8.079099056E-10	  8.530000000E+00	  2.988439798E-01
    854	  8.540000000E+00	  8.068795632E-10	  8.540000000E+00	  2.982187867E-01
    855	  8.550000000E+00	  8.073479107E-10	  8.550000000E+00	  2.985313833E-01
    856	  8.560000000E+00	  8.072854607E-10	  8.560000000E+00	  2.988439798E-01
    857	  8.570000000E+00	  8.070981106E-10	  8.570000000E+00	  2.985313833E-01
    858	  8.580000000E+00	  8.079723557E-10	  8.580000000E+00	  2.994691730E-01
    859	  8.590000000E+00	  8.070669133E-10	  8.590000000E+00	  2.979061902E-01
    860	  8.600000000E+00	  8.077850611E-10	  8.600000000E+00	  2.994691730E-01
    861	  8.610000000E+00	  8.074103608E-10	  8.610000000E+00	  2.988439798E-01
    862	  8.620000000E+00	  8.070981106E-10	  8.620000000E+00	  2.988439798E-01
    863	  8.630000000E+00	  8.080348057E-10	  8.630000000E+00	  2.991565764E-01
    864	  8.640000000E+00	  8.070044633E-10	  8.640000000E+00	  2.985313833E-01
    865	  8.650000000E+00	  8.077226110E-10	  8.650000000E+00	  2.991565764E-01
    866	  8.660000000E+00	  8.072542634E-10	  8.660000000E+00	  2.994691730E-01
    867	  8.670000000E+00	  8.069732105E-10	  8.670000000E+00	  2.988439798E-01
    868	  8.680000000E+00	  8.078475111E-10	  8.680000000E+00	  2.985313833E-01
    869	  8.690000000E+00	  8.068795632E-10	  8.690000000E+00	  2.988439798E-01
    870	  8.700000000E+00	  8.074728108E-10	  8.700000000E+00	  2.988439798E-01
    871	  8.710000000E+00	  8.070981106E-10	  8.710000000E+00	  2.982187867E-01
    872	  8.720000000E+00	  8.067546631E-10	  8.720000000E+00	  2.979061902E-01
    873	  8.730000000E+00	  8.075977109E-10	  8.730000000E+00	  2.985313833E-01
    874	  8.740000000E+00	  8.066922130E-10	  8.740000000E+00	  2.985313833E-01
    875	  8.750000000E+00	  8.072542634E-10	  8.750000000E+00	  2.979061902E-01
    876	  8.760000000E+00	  8.068483104E-10	  8.760000000E+00	  2.982187867E-01
    877	  8.770000000E+00	  8.066297630E-10	  8.770000000E+00	  2.982187867E-01
    878	  8.780000000E+00	  8.076289082E-10	  8.780000000E+00	  2.985313833E-01
    879	  8.790000000E+00	  8.066922130E-10	  8.790000000E+00	  2.985313833E-01
    880	  8.800000000E+00	  8.072542634E-10	  8.800000000E+00	  2.994691730E-01
    881	  8.810000000E+00	  8.068795632E-10	  8.810000000E+00	  2.988439798E-01
    882	  8.820000000E+00	  8.067858603E-10	  8.820000000E+00	  2.985313833E-01
    883	  8.830000000E+00	  8.078475111E-10	  8.830000000E+00	  2.975935936E-01
    884	  8.840000000E+00	  8.067234103E-10	  8.840000000E+00	  2.982187867E-01
    885	  8.850000000E+00	  8.072542634E-10	  8.850000000E+00	  2.988439798E-01
    886	  8.860000000E+00	  8.069732105E-10	  8.860000000E+00	  2.991565764E-01
    887	  8.870000000E+00	  8.066297630E-10	  8.870000000E+00	  2.979061902E-01
    888	  8.880000000E+00	  8.077538083E-10	  8.880000000E+00	  2.988439798E-01
    889	  8.890000000E+00	  8.065985657E-10	  8.890000000E+00	  2.985313833E-01
    890	  8.900000000E+00	  8.072542634E-10	  8.900000000E+00	  2.994691730E-01
    891	  8.910000000E+00	  8.070044633E-10	  8.910000000E+00	  2.979061902E-01
    892	  8.920000000E+00	  8.065985657E-10	  8.920000000E+00	  2.985313833E-01
    893	  8.930000000E+00	  8.075664581E-10	  8.930000000E+00	  2.991565764E-01
    894	  8.940000000E+00	  8.065985657E-10	  8.940000000E+00	  2.991565764E-01
    895	  8.950000000E+00	  8.072542634E-10	  8.950000000E+00	  2.982187867E-01
    896	  8.960000000E+00	  8.070044633E-10	  8.960000000E+00	  2.985313833E-01
    897	  8.970000000E+00	  8.065985657E-10	  8.970000000E+00	  2.982187867E-01
    898	  8.980000000E+00	  8.075352609E-10	  8.980000000E+00	  2.988439798E-01
    899	  8.990000000E+00	  8.065673129E-10	  8.990000000E+00	  2.982187867E-01
    900	  9.000000000E+00	  8.070669133E-10	  9.000000000E+00	  2.988439798E-01
    901	  9.010000000E+00	  8.067546631E-10	  9.010000000E+00	  2.979061902E-01
    902	  9.020000000E+00	  8.065361157E-10	  9.020000000E+00	  2.985313833E-01
    903	  9.030000000E+00	  8.075664581E-10	  9.030000000E+00	  2.979061902E-01
    904	  9.040000000E+00	  8.065673129E-10	  9.040000000E+00	  2.997817695E-01
    905	  9.050000000E+00	  8.071293633E-10	  9.050000000E+00	  2.994691730E-01
    906	  9.060000000E+00	  8.067234103E-10	  9.060000000E+00	  2.994691730E-01
    907	  9.070000000E+00	  8.064112156E-10	  9.070000000E+00	  2.985313833E-01
    908	  9.080000000E+00	  8.072854607E-10	  9.080000000E+00	  2.985313833E-01
    909	  9.090000000E+00	  8.062863155E-10	  9.090000000E+00	  2.994691730E-01
    910	  9.100000000E+00	  8.070044633E-10	  9.100000000E+00	  2.991565764E-01
    911	  9.110000000E+00	  8.066922130E-10	  9.110000000E+00	  2.997817695E-01
    912	  9.120000000E+00	  8.063175128E-10	  9.120000000E+00	  2.985313833E-01
    913	  9.130000000E+00	  8.072854607E-10	  9.130000000E+00	  2.991565764E-01
    914	  9.140000000E+00	  8.062238654E-10	  9.140000000E+00	  2.972809970E-01
    915	  9.150000000E+00	  8.069107604E-10	  9.150000000E+00	  2.985313833E-01
    916	  9.160000000E+00	  8.067234103E-10	  9.160000000E+00	  2.985313833E-01
    917	  9.170000000E+00	  8.064424128E-10	  9.170000000E+00	  2.985313833E-01
    918	  9.180000000E+00	  8.072542634E-10	  9.180000000E+00	  2.997817695E-01
    919	  9.190000000E+00	  8.062238654E-10	  9.190000000E+00	  2.988439798E-01
    920	  9.200000000E+00	  8.067858603E-10	  9.200000000E+00	  2.985313833E-01
    921	  9.210000000E+00	  8.065361157E-10	  9.210000000E+00	  2.997817695E-01
    922	  9.220000000E+00	  8.062550627E-10	  9.220000000E+00	  2.988439798E-01
    923	  9.230000000E+00	  8.073166580E-10	  9.230000000E+00	  2.985313833E-01
    924	  9.240000000E+00	  8.063799628E-10	  9.240000000E+00	  2.988439798E-01
    925	  9.250000000E+00	  8.071293633E-10	  9.250000000E+00	  2.985313833E-01
    926	  9.260000000E+00	  8.066610158E-10	  9.260000000E+00	  2.994691730E-01
    927	  9.270000000E+00	  8.063175128E-10	  9.270000000E+00	  2.994691730E-01
    928	  9.280000000E+00	  8.072542634E-10	  9.280000000E+00	  2.982187867E-01
    929	  9.290000000E+00	  8.062550627E-10	  9.290000000E+00	  2.985313833E-01
    930	  9.300000000E+00	  8.068483104E-10	  9.300000000E+00	  2.985313833E-01
    931	  9.310000000E+00	  8.064424128E-10	  9.310000000E+00	  2.988439798E-01
    932	  9.320000000E+00	  8.061614154E-10	  9.320000000E+00	  2.994691730E-01
    933	  9.330000000E+00	  8.070669133E-10	  9.330000000E+00	  2.985313833E-01
    934	  9.340000000E+00	  8.059428680E-10	  9.340000000E+00	  2.985313833E-01
    935	  9.350000000E+00	  8.065985657E-10	  9.350000000E+00	  2.988439798E-01
    936	  9.360000000E+00	  8.062550627E-10	  9.360000000E+00	  2.985313833E-01
    937	  9.370000000E+00	  8.060053180E-10	  9.370000000E+00	  2.982187867E-01
    938	  9.380000000E+00	  8.070044633E-10	  9.380000000E+00	  2.982187867E-01
    939	  9.390000000E+00	  8.060677681E-10	  9.390000000E+00	  2.982187867E-01
    940	  9.400000000E+00	  8.065985657E-10	  9.400000000E+00	  2.988439798E-01
    941	  9.410000000E+00	  8.061301626E-10	  9.410000000E+00	  2.985313833E-01
    942	  9.420000000E+00	  8.058804180E-10	  9.420000000E+00	  2.979061902E-01
    943	  9.430000000E+00	  8.069732105E-10	  9.430000000E+00	  2.982187867E-01
    944	  9.440000000E+00	  8.061614154E-10	  9.440000000E+00	  2.988439798E-01
    945	  9.450000000E+00	  8.066922130E-10	  9.450000000E+00	  2.985313833E-01
    946	  9.460000000E+00	  8.063799628E-10	  9.460000000E+00	  2.988439798E-01
    947	  9.470000000E+00	  8.060365153E-10	  9.470000000E+00	  2.988439798E-01
    948	  9.480000000E+00	  8.070356605E-10	  9.480000000E+00	  2.985313833E-01
    949	  9.490000000E+00	  8.060365153E-10	  9.490000000E+00	  2.988439798E-01
    950	  9.500000000E+00	  8.065985657E-10	  9.500000000E+00	  2.985313833E-01
    951	  9.510000000E+00	  8.062550627E-10	  9.510000000E+00	  2.985313833E-01
    952	  9.520000000E+00	  8.058179679E-10	  9.520000000E+00	  2.985313833E-01
    953	  9.530000000E+00	  8.067858603E-10	  9.530000000E+00	  2.994691730E-01
    954	  9.540000000E+00	  8.058491652E-10	  9.540000000E+00	  2.994691730E-01
    955	  9.550000000E+00	  8.065048629E-10	  9.550000000E+00	  2.985313833E-01
    956	  9.560000000E+00	  8.061614154E-10	  9.560000000E+00	  2.982187867E-01
    957	  9.570000000E+00	  8.057242651E-10	  9.570000000E+00	  2.985313833E-01
    958	  9.580000000E+00	  8.067234103E-10	  9.580000000E+00	  2.985313833E-01
    959	  9.590000000E+00	  8.058804180E-10	  9.590000000E+00	  2.988439798E-01
    960	  9.600000000E+00	  8.064424128E-10	  9.600000000E+00	  2.985313833E-01
